0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207
11801c49a55d29f8dea7113728b6d193,13.61,0.07347538574577517,10.580455547391624,2.8655400440852317,1.9103600293901544,1,5,6,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,4,0,0,0,5,0,1,0,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,1,0,0,0,0,5,0,0,5,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,4,0,0,0,0,5,0,1,0,0,0,0,0,2,3,0,0,3,0,0,0,0,1,0,0,0,0,5,0,0,2,1
1192a969669db073d12368d7c1a98b4b,10.94,0.27422303473491777,8.043875685557587,1.7367458866544792,1.2797074954296161,1,0,0,0,0,0,0,0,0,0,2,5,1,3,1,1,0,0,0,2,0,0,2,2,0,0,1,0,0,0,4,1,1,0,0,0,0,7,1,0,0,0,1,0,2,0,0,2,0,4,1,0,1,3,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,7,1,0,0,0,1,0,2,0,1,0,2,0,4,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,3,1,0,1,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,8,1,4,1,1,0,0,0,7,1,0,0,1,0,0,2,0,4,1,1,3,0,5,1,0,0,1,0,0,0,0,0,4,2,0,0,0,1,0,0,0,4,0,3,7,1,0,0,1,0,2,0,1,2,0,4,4,2,2,0,2,0,0,0,0,0,0,0,1
11ae149aee82f4555ffbddaaa16540da,6.87,5.676855895196506,11.353711790393012,4.366812227074235,2.037845705967977,1,1,2,0,2,0,0,1,0,0,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,2,11,1,2,1,0,0,0,1,0,0,0,0,1,1,1,0,6,11,0,0,1,0,0,12,0,1,4,4,1,1,0,0,0,2,2,0,1,2,1,0,0,0,0,2,0,3,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,2,0,2,0,3,0,1,0,3,0,0,0,1,2,0,0,0,1,0,0,2,2,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2,2,11,1,0,0,0,2,1,0,0,1,0,0,0,0,1,1,11,0,0,1,0,0,0,1,4,4,1,1,0,0,0,2,1,0,2,1,0,1,0,0,0,2,0,3,0,0,1,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,3,0,1,0,3,0,0,0,0,1
11aec9ab2e89310b1c1f8431e3b6e899,13.43,1.5636634400595681,9.45644080416977,1.9359642591213702,0.7446016381236039,1,0,1,0,0,0,0,0,2,3,0,0,1,2,1,0,0,0,0,3,1,0,0,1,3,0,0,0,1,0,0,6,0,0,0,1,1,3,2,0,0,1,2,1,0,1,0,3,1,1,0,0,1,4,2,6,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,7,1,3,5,1,1,2,0,0,0,0,0,0,1,0,0,5,0,4,0,0,2,0,0,1,0,2,4,0,1,0,0,0,0,2,3,0,0,1,2,1,3,0,0,1,0,0,3,1,0,0,1,1,3,0,0,0,1,0,0,0,0,0,6,0,1,1,1,3,2,1,1,2,1,0,3,1,1,0,1,4,2,6,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,2,0,7,0,1,3,5,1,2,0,0,0,0,0,0,0,0,5,0,1,0,0,2,0,0,1,0,2,4,0,0
11e740ccbc32468788c97f1f7a11e36,15.62,0.0,7.106274007682459,2.496798975672215,1.2163892445582587,1,1,1,3,0,1,1,5,1,2,1,1,1,0,1,0,1,1,0,1,2,0,0,1,0,2,2,2,1,1,1,1,1,0,3,3,1,10,3,0,0,1,1,1,0,1,0,0,0,0,0,0,4,5,1,2,0,0,0,0,0,0,0,5,0,1,0,3,0,0,4,1,7,0,0,6,4,3,0,1,0,1,0,1,0,1,0,0,0,2,0,1,0,2,4,0,0,1,0,0,3,1,1,3,1,1,5,1,2,1,1,1,0,1,0,0,1,0,0,0,1,2,0,0,1,1,0,2,2,2,1,1,0,0,0,1,1,1,0,3,1,10,3,18,1,1,1,0,0,0,0,0,4,5,1,2,0,0,0,0,0,0,0,5,1,1,0,0,3,0,4,1,7,0,1,0,6,4,3,1,0,1,0,1,0,1,0,0,2,0,1,0,2,4,0,0,1,0,0,3,0,0
11ec71c8be64e999c4d154fbfdbea5d,15.15,5.808580858085809,10.825082508250825,1.716171617161716,1.4521452145214522,1,0,2,2,0,0,1,2,0,2,6,0,1,2,1,0,0,0,4,3,1,1,2,0,1,2,1,2,3,4,1,2,0,0,0,9,0,3,2,0,1,0,1,0,1,3,0,0,1,0,0,0,5,0,2,2,4,0,0,3,3,0,0,1,0,0,0,1,1,1,1,3,5,1,3,4,2,1,2,0,0,0,0,1,0,1,1,0,1,3,0,0,0,3,2,1,0,4,0,1,1,0,2,2,0,1,2,0,2,6,0,1,2,1,0,0,0,0,0,4,3,1,1,2,0,0,1,2,1,2,3,4,1,0,0,1,2,0,0,9,0,3,2,1,0,1,3,0,0,1,0,0,5,0,2,2,4,0,3,3,0,0,0,1,0,1,0,0,1,1,1,3,5,1,0,3,4,2,1,0,0,0,0,1,0,1,0,1,3,0,2,0,3,2,1,0,4,0,1,1,0,1
11fd2e9dee3c861853f804ab5d86f376,11.07,0.36133694670280037,10.47877145438121,2.4390243902439024,1.5356820234869015,1,0,3,1,0,0,1,2,1,1,0,1,0,1,0,0,1,3,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,4,5,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,1,5,0,1,3,0,0,0,0,1,0,1,1,2,0,8,0,0,0,0,0,1,0,2,5,0,0,2,0,1,0,0,0,3,1,0,0,0,0,0,7,0,0,0,0,2,0,0,4,0,3,1,0,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,4,5,0,0,0,3,1,0,0,1,0,0,0,1,5,0,1,3,0,0,0,0,1,0,1,2,2,0,0,8,0,0,0,0,1,0,0,2,5,0,2,0,1,0,0,0,3,0,0,0,0,1,7,0,0,0,0,2,0,0,4,0,0
120f039af8b54288d629aa72f9ffe2c6,15.66,0.1277139208173691,10.40868454661558,2.1711366538952745,2.1711366538952745,0,0,2,0,0,1,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,10,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,2,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,2,3,1,0,0,2,4,0,0,0,2,0,0,0,3,2,0,5,0,2,1,0,1,1,0,1,0,2,0,1,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,4,0,0,1,0,2,10,0,2,0,1,2,0,0,1,0,0,0,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,3,1,0,2,4,0,0,0,2,0,0,3,2,1,5,0,2,1,0,1,1,0,1,0,0
12117f443cecdd122c79618e9ee602ba,12.81,1.4832162373145978,7.7283372365339575,2.107728337236534,1.17096018735363,1,0,3,0,0,3,2,0,0,0,0,1,1,0,0,1,0,1,2,0,1,1,0,2,1,2,2,1,2,1,0,3,0,2,0,1,0,2,2,0,0,4,0,0,0,1,0,0,0,1,1,0,1,0,1,3,3,1,1,0,1,3,0,1,0,0,0,0,1,3,1,0,3,3,1,2,10,2,2,0,1,1,0,0,8,0,2,2,0,1,0,1,0,1,0,1,0,4,1,1,0,0,3,0,3,2,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,1,1,0,0,2,1,2,2,1,2,1,1,0,1,0,3,0,0,1,0,2,2,2,4,0,1,0,0,0,1,1,1,0,1,3,3,1,0,1,0,3,2,1,0,0,0,0,0,3,1,0,3,3,0,1,2,10,2,0,1,1,0,0,8,0,2,0,1,0,0,0,1,0,1,0,4,1,1,0,0,0
123d8e06124412c9582203865451c71a,12.95,26.100386100386103,5.250965250965251,2.1621621621621623,0.7722007722007722,1,0,1,1,0,0,4,4,1,0,0,4,0,0,0,0,1,0,0,1,1,0,1,0,3,2,1,1,5,0,3,7,2,0,0,0,0,4,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,3,1,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,5,7,0,0,7,0,2,0,0,1,1,4,0,0,1,3,0,1,2,0,3,0,0,0,0,1,0,1,1,0,4,4,1,0,0,4,0,0,0,0,0,1,0,2,0,1,1,0,1,4,0,3,2,1,1,5,0,3,0,0,3,7,2,0,0,0,4,0,0,0,0,3,0,1,1,1,0,0,0,0,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,7,0,7,0,2,0,0,1,1,0,0,1,3,0,1,2,0,3,0,0,0,0,1,0,1
124747ba980d2c3596e767e9e5d7beb,11.51,3.1277150304083405,7.7324066029539535,2.953953084274544,1.1294526498696786,1,0,0,2,2,1,1,1,2,1,0,4,1,1,0,2,2,0,0,0,0,1,0,0,0,2,0,0,13,1,0,8,1,0,1,1,0,6,3,0,1,2,0,4,0,3,0,0,0,11,5,0,0,9,0,3,2,0,0,1,0,0,3,1,0,2,0,0,0,1,1,0,3,11,1,1,0,7,20,7,0,1,0,0,3,1,1,1,0,0,3,0,0,2,1,0,0,1,0,0,0,0,0,2,1,1,1,2,1,0,4,1,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,2,0,0,13,1,1,1,0,0,8,1,2,1,0,6,3,0,2,0,3,0,0,0,11,5,0,9,0,3,2,0,1,0,1,0,0,1,2,0,0,0,0,1,1,0,3,11,0,1,1,0,7,7,0,1,0,0,3,1,1,0,0,3,0,0,2,1,0,0,1,0,0,0,0,1
12848b32d683eb76ae8f36e251990f1,9.04,2.5442477876106198,10.398230088495577,2.5442477876106198,1.3274336283185841,1,0,3,0,0,0,1,2,1,0,2,0,2,1,1,2,0,2,0,0,0,0,2,0,3,1,0,1,3,5,0,0,0,0,4,1,0,1,0,0,0,1,2,0,0,0,0,0,1,1,1,0,1,0,2,3,3,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,3,3,3,3,4,1,3,0,6,0,0,1,0,0,0,0,2,0,3,0,2,0,3,0,4,0,1,0,0,3,0,0,1,2,1,0,2,0,2,1,1,0,2,0,0,0,0,0,0,0,2,1,0,3,1,0,1,3,5,0,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,1,1,1,1,0,2,3,3,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,3,0,3,3,3,4,3,0,6,0,0,1,0,0,0,2,0,2,0,2,0,3,0,4,0,1,0,0,0
12859bd7340dd0e7dd9ddbf68d7af1b1,9.74,6.468172484599589,7.597535934291581,3.1827515400410675,1.3347022587268993,1,0,2,0,1,1,1,3,0,1,4,0,2,0,1,0,2,1,0,0,1,2,2,0,1,0,0,1,2,1,0,0,0,1,2,1,0,2,0,0,2,4,0,2,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,2,0,2,2,0,2,1,1,1,1,0,0,0,6,0,0,10,3,0,4,0,1,0,0,0,0,0,1,0,0,2,1,0,4,0,2,0,0,0,2,0,0,2,0,1,1,3,0,1,4,0,2,0,1,0,0,2,0,0,0,0,1,2,2,0,0,1,0,0,1,2,1,0,1,0,0,0,0,1,1,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,2,0,0,2,2,0,0,1,1,1,0,0,0,6,0,0,0,10,3,4,0,1,0,0,0,0,1,0,0,2,0,0,4,0,2,0,0,0,2,0,0,1
12af56411526ab810e1c443b861c4066,19.4,0.30927835051546393,8.762886597938145,2.3711340206185567,0.6185567010309279,1,0,4,0,0,0,0,0,0,5,2,0,0,2,0,0,0,0,2,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,2,0,0,0,0,5,1,4,3,0,0,7,0,8,1,4,0,2,0,1,0,1,0,0,0,0,0,0,0,0,5,1,3,4,23,2,0,11,0,3,0,5,2,0,0,0,0,7,0,1,0,4,5,0,0,1,0,3,0,0,4,0,0,0,0,0,5,2,0,0,2,0,0,0,0,6,0,2,2,0,0,0,2,1,0,3,0,0,0,0,1,5,4,0,0,0,2,0,0,1,2,1,1,2,0,0,5,1,4,3,0,7,0,8,1,4,2,0,0,1,0,1,0,1,3,0,0,0,0,0,5,1,3,3,4,23,2,11,0,3,0,5,2,0,0,0,7,0,3,0,4,5,0,0,1,0,3,0,0,1
12c9976d2e1da3d7d5e74959d70511f1,11.14,0.26929982046678635,9.605026929982046,1.1669658886894074,1.0771992818671454,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,3,3,13,0,0,1,0,0,0,0,0,1,0,2,3,3,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,4,2,3,3,0,0,1,0,1,1,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,2,0,0,1,0,1,1,1,0,2,0,1,0,1,0,0,1,1,1,1,3,3,0,1,0,0,0,0,1,0,2,3,3,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,0,4,5,2,3,3,0,1,0,1,1,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12e1653111f07b4aacf9eaa6e8657b02,11.92,0.08389261744966443,12.416107382550337,1.5939597315436242,0.9228187919463088,1,0,0,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1,1,1,0,0,1,0,2,7,2,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,1,1,1,0,4,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,0,0,1,0,0,0
12f7d2b2e516bb4ae4f10c3f9d99e52f,7.91,1.2642225031605563,7.964601769911504,2.02275600505689,1.6434892541087232,1,0,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0,2,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,5,2,0,0,5,1,1,2,0,2,1,0,0,0,0,0,0,3,0,2,1,2,0,0,0,1,0,1,0,0,0,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,5,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,1,1,0,0,1,0,1,0,2,0,0,0,2,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,5,2,1,0,0,5,1,2,0,2,1,0,0,0,0,0,3,0,0,1,2,0,0,0,1,0,1,0,0,0
12fd61fe4395babf7372a32e0d142825,14.22,0.0,18.635724331926863,0.9845288326300984,1.8987341772151898,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6,1,0,1,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,1,0,1,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,0,15,0,0
